,call_type,location
466,Medical Incident,"(37.733029700948414, -122.43422633930807)"
467,Medical Incident,"(37.74089197608757, -122.46582902190718)"
468,Medical Incident,"(37.78895561109905, -122.4178258293637)"
469,Medical Incident,"(37.76967963861854, -122.44994204079539)"
470,Alarms,"(37.746910227518626, -122.42582381299498)"
471,Medical Incident,"(37.7748701729732, -122.39441707175159)"
472,Structure Fire,"(37.783359002692066, -122.41669494404806)"
473,Medical Incident,"(37.80546354926792, -122.41441222700966)"
474,Medical Incident,"(37.717814846985185, -122.39142682342661)"
475,Gas Leak (Natural and LP Gases),"(37.79009247003162, -122.44263371648273)"
476,Medical Incident,"(37.76062926847651, -122.4126813870893)"
477,Medical Incident,"(37.729193561843225, -122.37400235285796)"
478,Alarms,"(37.795899529754834, -122.43778148331245)"
479,Alarms,"(37.77991166933496, -122.40747443962437)"
480,Alarms,"(37.787268541252395, -122.40018893168154)"
481,Medical Incident,"(37.7969551635484, -122.39890821326146)"
482,Medical Incident,"(37.779666042606245, -122.41371122073035)"
483,Medical Incident,"(37.776512815460684, -122.41496668570086)"
484,Medical Incident,"(37.79461386354648, -122.40397896780661)"
485,Structure Fire,"(37.77025923403998, -122.43183229992738)"
486,Traffic Collision,"(37.775317308271404, -122.4277240466077)"
487,Medical Incident,"(37.784768458492884, -122.48608715423865)"
488,Structure Fire,"(37.795312940901304, -122.39797475062254)"
489,Medical Incident,"(37.72848944263902, -122.42999537572818)"
490,Medical Incident,"(37.74084613180859, -122.42769684102322)"
491,Medical Incident,"(37.786360791464425, -122.41561690024673)"
492,Medical Incident,"(37.77782815894851, -122.42492472683094)"
493,Structure Fire,"(37.798602782885936, -122.4231486020576)"
494,Structure Fire,"(37.783359002692066, -122.41669494404806)"
495,Medical Incident,"(37.78241705360878, -122.42081045856506)"
496,Structure Fire,"(37.78521736163072, -122.41706961139498)"
497,Other,"(37.72229807127346, -122.41130309997389)"
498,Alarms,"(37.78254740004211, -122.41224793549479)"
499,Alarms,"(37.7536695909359, -122.42227841817838)"
500,Medical Incident,"(37.74442749753182, -122.40869030683974)"
501,Medical Incident,"(37.79154569048165, -122.42003660499316)"
502,Medical Incident,"(37.77857519632978, -122.4284520403776)"
503,Structure Fire,"(37.71645954729607, -122.44101956015619)"
504,Medical Incident,"(37.80727586893797, -122.41561643642002)"
505,Medical Incident,"(37.78128768709087, -122.41131805537074)"
506,Alarms,"(37.79051268100835, -122.40221671044493)"
507,Alarms,"(37.77299246956491, -122.4761579072071)"
508,Medical Incident,"(37.77842247634187, -122.43340733529733)"
509,Medical Incident,"(37.78548120464467, -122.42120351200009)"
510,Medical Incident,"(37.78305496817075, -122.41157729927947)"
511,Medical Incident,"(37.78284503447399, -122.41322176673785)"
512,Medical Incident,"(37.78594197069232, -122.40801273025853)"
513,Alarms,"(37.78730400525285, -122.39638047787408)"
514,Medical Incident,"(37.78139813256393, -122.40924544395277)"
515,Alarms,"(37.791293251400866, -122.39861461041114)"
516,Alarms,"(37.77991166933496, -122.40747443962437)"
517,Medical Incident,"(37.79180107697275, -122.39959937917722)"
518,Medical Incident,"(37.77857519632978, -122.4284520403776)"
519,Medical Incident,"(37.7748701729732, -122.39441707175159)"
520,Medical Incident,"(37.786898677511566, -122.38877943716355)"
521,Medical Incident,"(37.74702848942446, -122.43151345536914)"
522,Medical Incident,"(37.77844604598122, -122.49959143493368)"
523,Medical Incident,"(37.73654493835031, -122.4223235834008)"
524,Medical Incident,"(37.774092678704704, -122.44108442596955)"
525,Medical Incident,"(37.77886068546753, -122.40827158854867)"
526,Structure Fire,"(37.77428383647135, -122.4670880867804)"
527,Structure Fire,"(37.77428383647135, -122.4670880867804)"
528,Outside Fire,"(37.760427452600105, -122.41096197255845)"
529,Other,"(37.78697331598785, -122.42584594297352)"
530,Medical Incident,"(37.79053180581528, -122.40391422083457)"
531,Medical Incident,"(37.79073739424644, -122.41987274042768)"
532,Outside Fire,"(37.760427452600105, -122.41096197255845)"
533,Medical Incident,"(37.786360791464425, -122.41561690024673)"
534,Alarms,"(37.78935407210157, -122.40003235972134)"
535,Structure Fire,"(37.79049502280937, -122.40235333697387)"
536,Outside Fire,"(37.73956627326804, -122.40697858516383)"
537,Medical Incident,"(37.76062926847651, -122.4126813870893)"
538,Alarms,"(37.791293251400866, -122.39861461041114)"
539,Traffic Collision,"(37.764951660709535, -122.431937558766)"
540,Medical Incident,"(37.777083464194156, -122.41697932641131)"
541,Medical Incident,"(37.77762423892872, -122.39998111124002)"
542,Medical Incident,"(37.71246449527193, -122.46302909338672)"
543,Traffic Collision,"(37.72378784772754, -122.43644931451543)"
544,Medical Incident,"(37.78149663311062, -122.41631454294667)"
545,Alarms,"(37.784205674933816, -122.40761273180911)"
546,Structure Fire,"(37.786409613771546, -122.4080362362708)"
547,Medical Incident,"(37.75148331408049, -122.45644843222269)"
548,Medical Incident,"(37.7969551635484, -122.39890821326146)"
549,Medical Incident,"(37.77419656897696, -122.51003379090652)"
550,Traffic Collision,"(37.78239164120352, -122.44730151186332)"
551,Medical Incident,"(37.796255116530595, -122.40841039366803)"
552,Alarms,"(37.76990741864823, -122.42911088551323)"
553,Traffic Collision,"(37.764951660709535, -122.431937558766)"
554,Medical Incident,"(37.78111921215415, -122.41259697063744)"
555,Medical Incident,"(37.79020395741885, -122.4163928893043)"
556,Alarms,"(37.78870661233235, -122.39901020756801)"
557,Medical Incident,"(37.79053180581528, -122.40391422083457)"
558,Medical Incident,"(37.789218829479914, -122.40684269903521)"
559,Medical Incident,"(37.761736728493254, -122.49734953742907)"
560,Medical Incident,"(37.780057437760696, -122.40867354037178)"
561,Structure Fire,"(37.78521736163072, -122.41706961139498)"
562,Alarms,"(37.7974647217328, -122.41466783208467)"
563,Medical Incident,"(37.7817609081004, -122.41510513501424)"
564,Medical Incident,"(37.76033175857475, -122.50921208144857)"
565,Medical Incident,"(37.79777922753287, -122.4078279842584)"
566,Medical Incident,"(37.749533534032615, -122.47714935191954)"
567,Structure Fire,"(37.79049502280937, -122.40235333697387)"
568,Medical Incident,"(37.78153450810039, -122.42813530750132)"
569,Medical Incident,"(37.793188932933425, -122.40055351578032)"
570,Medical Incident,"(37.781180850092596, -122.4288359634266)"
571,Alarms,"(37.725693357570286, -122.45228966049211)"
572,Medical Incident,"(37.797270321065405, -122.40591520576159)"
573,Medical Incident,"(37.72848944263902, -122.42999537572818)"
574,Outside Fire,"(37.79983846415053, -122.42845680729546)"
575,Medical Incident,"(37.781573971384084, -122.45542879533966)"
576,Structure Fire,"(37.79049502280937, -122.40235333697387)"
577,Medical Incident,"(37.76227854911791, -122.41933251629106)"
578,Medical Incident,"(37.77874220737065, -122.43046347021475)"
579,Medical Incident,"(37.7969551635484, -122.39890821326146)"
580,Medical Incident,"(37.749533534032615, -122.47714935191954)"
581,Alarms,"(37.78137782059864, -122.4331620455216)"
582,Medical Incident,"(37.76310297616702, -122.4663146686432)"
583,Medical Incident,"(37.781506366642944, -122.4079328682033)"
584,Medical Incident,"(37.781605127270446, -122.41633625179564)"
585,Medical Incident,"(37.786360791464425, -122.41561690024673)"
586,Medical Incident,"(37.77952317116152, -122.41263929179321)"
587,Structure Fire,"(37.798602782885936, -122.4231486020576)"
588,Medical Incident,"(37.76844274160024, -122.42229765823365)"
589,Medical Incident,"(37.78111921215415, -122.41259697063744)"
590,Medical Incident,"(37.75828227319476, -122.49079820949153)"
591,Structure Fire,"(37.78521736163072, -122.41706961139498)"
592,Structure Fire,"(37.77428383647135, -122.4670880867804)"
593,Medical Incident,"(37.77792271826081, -122.4189511600544)"
594,Medical Incident,"(37.78511110817877, -122.41459203834333)"
595,Alarms,"(37.78419090478878, -122.4101194834515)"
596,Structure Fire,"(37.798602782885936, -122.4231486020576)"
597,Medical Incident,"(37.786898677511566, -122.38877943716355)"
598,Medical Incident,"(37.78491618436334, -122.41195004222199)"
599,Medical Incident,"(37.75257275808977, -122.41299517483971)"
600,Medical Incident,"(37.781473941559966, -122.42068958116036)"
601,Medical Incident,"(37.78508117426572, -122.40649776780428)"
602,Structure Fire,"(37.78878689489832, -122.42705967326414)"
603,Traffic Collision,"(37.713475948479385, -122.43454112643933)"
604,Medical Incident,"(37.774092678704704, -122.44108442596955)"
605,Medical Incident,"(37.776512815460684, -122.41496668570086)"
606,Structure Fire,"(37.786409613771546, -122.4080362362708)"
607,Medical Incident,"(37.78139813256393, -122.40924544395277)"
608,Medical Incident,"(37.76129048145231, -122.40725540178849)"
609,Medical Incident,"(37.76799244718762, -122.39439150739499)"
610,Medical Incident,"(37.782337590077724, -122.41389135199492)"
611,Outside Fire,"(37.760427452600105, -122.41096197255845)"
612,Structure Fire,"(37.77025923403998, -122.43183229992738)"
613,Medical Incident,"(37.735201738448616, -122.43419830239017)"
614,Medical Incident,"(37.760600623850536, -122.39737932616103)"
615,Smoke Investigation (Outside),"(37.75008260894754, -122.44334726243491)"
616,Medical Incident,"(37.77952317116152, -122.41263929179321)"
617,Medical Incident,"(37.77732160066612, -122.44911600290472)"
618,Medical Incident,"(37.79180107697275, -122.39959937917722)"
619,Medical Incident,"(37.788126303439334, -122.41765721404082)"
620,Structure Fire,"(37.783359002692066, -122.41669494404806)"
621,Alarms,"(37.787268541252395, -122.40018893168154)"
622,Structure Fire,"(37.79049502280937, -122.40235333697387)"
623,Medical Incident,"(37.79180107697275, -122.39959937917722)"
624,Medical Incident,"(37.7969551635484, -122.39890821326146)"
625,Medical Incident,"(37.770242601902815, -122.4296382165039)"
626,Medical Incident,"(37.737821813482434, -122.43239831371135)"
627,Medical Incident,"(37.76403273527493, -122.50940219159153)"
628,Medical Incident,"(37.78241705360878, -122.42081045856506)"
629,Medical Incident,"(37.79342018032697, -122.40938868300002)"
630,Structure Fire,"(37.77527205930768, -122.41590818124114)"
631,Medical Incident,"(37.78788961277273, -122.40104304461542)"
632,Medical Incident,"(37.77782548433308, -122.47150318728755)"
633,Medical Incident,"(37.78367395235669, -122.41507298080322)"
634,Medical Incident,"(37.752197646564134, -122.39747771104071)"
635,Medical Incident,"(37.77953108466273, -122.41354254868111)"
636,Medical Incident,"(37.76258839725736, -122.43253133968346)"
637,Medical Incident,"(37.77016312456043, -122.44615037721535)"
638,Medical Incident,"(37.774094856688166, -122.42000143696421)"
639,Medical Incident,"(37.78149663311062, -122.41631454294667)"
640,Medical Incident,"(37.73485504807479, -122.37948693700588)"
641,Medical Incident,"(37.74817254773626, -122.45869503396155)"
642,Medical Incident,"(37.79057825825789, -122.42068738311482)"
643,Medical Incident,"(37.72094713025954, -122.45316541935485)"
644,Medical Incident,"(37.770913337297436, -122.42030499432543)"
645,Medical Incident,"(37.765051338194475, -122.41966897386114)"
646,Medical Incident,"(37.732955634816, -122.38759080611722)"
647,Alarms,"(37.7536695909359, -122.42227841817838)"
648,Medical Incident,"(37.77314480117134, -122.391472934142)"
649,Medical Incident,"(37.777083464194156, -122.41697932641131)"
650,Medical Incident,"(37.78480738867744, -122.41361543826261)"
651,Medical Incident,"(37.78796309075427, -122.40349177638547)"
652,Medical Incident,"(37.765051338194475, -122.41966897386114)"
653,Alarms,"(37.795899529754834, -122.43778148331245)"
654,Alarms,"(37.77732776352611, -122.39308855968541)"
655,Medical Incident,"(37.77874220737065, -122.43046347021475)"
656,Medical Incident,"(37.78548120464467, -122.42120351200009)"
657,Medical Incident,"(37.79053180581528, -122.40391422083457)"
658,Structure Fire,"(37.75599844200711, -122.4094330697738)"
659,Structure Fire,"(37.77527205930768, -122.41590818124114)"
660,Medical Incident,"(37.78512514681569, -122.40496596087202)"
661,Medical Incident,"(37.78258503328092, -122.41569387210927)"
662,Medical Incident,"(37.79154569048165, -122.42003660499316)"
663,Medical Incident,"(37.79920486146206, -122.44013246476491)"
664,Medical Incident,"(37.78512514681569, -122.40496596087202)"
665,Alarms,"(37.78316766387155, -122.39782549526826)"
666,Medical Incident,"(37.77782815894851, -122.42492472683094)"
667,Alarms,"(37.78299264907175, -122.39052852857169)"
668,Structure Fire,"(37.783359002692066, -122.41669494404806)"
669,Medical Incident,"(37.77762423892872, -122.39998111124002)"
670,Traffic Collision,"(37.74252073413775, -122.40430629342882)"
671,Medical Incident,"(37.732092138754204, -122.39080270402161)"
672,Medical Incident,"(37.751171434555964, -122.3973797703446)"
673,Medical Incident,"(37.78594197069232, -122.40801273025853)"
674,Structure Fire,"(37.76065162835463, -122.41322367737865)"
675,Alarms,"(37.79031930341935, -122.4231629067995)"
676,Medical Incident,"(37.76208111290616, -122.46832100411719)"
677,Traffic Collision,"(37.77085212612299, -122.41367918089836)"
678,Medical Incident,"(37.79175351706665, -122.42243370278439)"
679,Medical Incident,"(37.770913337297436, -122.42030499432543)"
680,Medical Incident,"(37.786729744017414, -122.41316144446377)"
681,Medical Incident,"(37.78191397441793, -122.41303219395635)"
682,Alarms,"(37.78730400525285, -122.39638047787408)"
683,Medical Incident,"(37.79028274131406, -122.43404677587166)"
684,Medical Incident,"(37.77844604598122, -122.49959143493368)"
685,Alarms,"(37.75436287632656, -122.42321608842015)"
686,Medical Incident,"(37.72184585741229, -122.4561414785247)"
687,Alarms,"(37.76990741864823, -122.42911088551323)"
688,Medical Incident,"(37.77404134398838, -122.42318803216635)"
689,Medical Incident,"(37.74921003274137, -122.41624179405099)"
690,Medical Incident,"(37.708935217422614, -122.42701349642121)"
691,Medical Incident,"(37.778241090674626, -122.41118480992213)"
692,Medical Incident,"(37.78301940459197, -122.46389176570177)"
693,Medical Incident,"(37.77305345322805, -122.41861821745897)"
694,Medical Incident,"(37.786117211837905, -122.4198542456919)"
695,Alarms,"(37.784205674933816, -122.40761273180911)"
696,Medical Incident,"(37.80627492959054, -122.42300924461179)"
697,Medical Incident,"(37.72094516162954, -122.47827820633243)"
698,Alarms,"(37.7974647217328, -122.41466783208467)"
699,Alarms,"(37.78137782059864, -122.4331620455216)"
700,Alarms,"(37.78845684141381, -122.40183733610037)"
701,Medical Incident,"(37.78191397441793, -122.41303219395635)"
702,Medical Incident,"(37.78808218628792, -122.41005693094915)"
703,Medical Incident,"(37.72967082139859, -122.37344050090188)"
704,Medical Incident,"(37.7969551635484, -122.39890821326146)"
705,Medical Incident,"(37.7786578549412, -122.41658034469829)"
706,Structure Fire,"(37.783359002692066, -122.41669494404806)"
707,Medical Incident,"(37.756096396025626, -122.42778335985659)"
708,Medical Incident,"(37.796255116530595, -122.40841039366803)"
709,Structure Fire,"(37.75599844200711, -122.4094330697738)"
710,Medical Incident,"(37.778147833195746, -122.4862064058688)"
711,Medical Incident,"(37.781573971384084, -122.45542879533966)"
712,Structure Fire,"(37.795312940901304, -122.39797475062254)"
713,Medical Incident,"(37.77016312456043, -122.44615037721535)"
714,Medical Incident,"(37.79028274131406, -122.43404677587166)"
715,Medical Incident,"(37.75521795168784, -122.47554039050351)"
716,Medical Incident,"(37.7793825808027, -122.41848437228396)"
717,Medical Incident,"(37.781605127270446, -122.41633625179564)"
718,Medical Incident,"(37.77829356256872, -122.50294568895937)"
